,road_start,road_finish,line_length,street_name,Subarea
2833,GARDINER PLACE,TEMPLE STREET,207.0,NERNEY'S COURT,10
2834,HIGHFIELD ROAD,VERNON GROVE,229.0,NEVILLE ROAD,5
2837,RAILWAY AVENUE,NASH STREET,48.0,NEW ROAD,5
2839,SEAN STREET,WARD'S HILL,238.0,NEW ROW SOUTH,7
2842,BEREFORD STREET,CHURCH STREET,58.0,NEW STREET NORTH,7
2843,BEREFORD STREET,CHURCH STREET,8.0,NEW STREET NORTH,7
2844,DEAN STREET,LONG LANE,322.0,NEW STREET SOUTH,R06
2845,TRITONVILLE ROAD,HERBERT ROAD,300.0,NEWBRIDGE AVENUE,17
2849,GRANGE ROAD,DONAGHMEDE ROAD,685.0,NEWBROOK ROAD,5
2850,GRANGE ROAD,DONAGHMEDE ROAD,210.0,NEWBROOK ROAD,5
2851,GRANGE ROAD,DONAGHMEDE ROAD,170.0,NEWBROOK ROAD,5
2854,CLONSHAUGH AVENUE,NEWBURY AVENUE,59.0,NEWBURY ESTATE ROAD,3
2861,DOWTH AVENUE,CADRA ROAD,341.0,NEWGRANGE ROAD,12
2862,STRAND ROAD,SANDYMOUNT GREEN,280.0,NEWGROVE AVENUE,17
2863,ARDEE STREET,WARD'S HILL,226.0,NEWMARKET,7
2864,NEWMARKET,THE COOMBE,180.0,NEWMARKET STREET,7
2865,ROBERT STREET,LONG'S PLACE,118.0,NEWPORT STREET,2
2867,AYREFIELD DRIVE,AYREFIELD ROAD,190.0,NEWTOWN DRIVE,3
2868,HALLIDAY ROAD,GODFREY PLACE,171.0,NIALL STREET,1
2869,CHURCH STREET LOWER,BOW STREET,74.0,NICHOLAS AVENUE,3
2870,HIGH STREET,BRIDE STREET,157.0,NICHOLAS STREET,R06
2871,BOYNE ROAD,BARROW ROAD,256.0,NORE ROAD,11
2874,SITRIC PLACE,MANOR PLACE,151.0,NORSEMAN PLACE,1
2875,MELLOWS ROAD,CITY BOUNDRY,175.0,NORTH ROAD,R02
2876,MELLOWS ROAD,CITY BOUNDRY,1337.0,NORTH ROAD,R02
2877,AMIENS STREET,ANNESLEY BRIDGE,526.0,NORTH STRAND ROAD,R13
2878,AMIENS STREET,ANNESLEY BRIDGE,314.0,NORTH STRAND ROAD,R13
2879,EAST WALL ROAD,CUSTOM HOUSE QUAY,588.0,NORTH WALL QUAY,R02
2880,EAST WALL ROAD,CUSTOM HOUSE QUAY,671.0,NORTH WALL QUAY,R02
2882,NORTH STRAND ROAD,NORTHBROOK TERRACE,132.0,NORTHBROOK AVENUE LOWER,16
2883,NORTHBROOK TERRACE,STONEY ROAD,87.0,NORTHBROOK AVENUE UPPER,16
2884,NORTHBROOK ROAD,RANELAGH,256.0,NORTHBROOK LANE,10
2885,RANELAGH ROAD,LEESON PARK,420.0,NORTHBROOK ROAD,10
2886,NORTHBROOK AVENUE LOWER,STONEY TERRACE,145.0,NORTHBROOK TERRACE,16
2893,MONCK PLACE,PHIBSBOROUGH,79.0,NORTONS AVENUE,2
2899,STILLORGAN ROAD,MERRION ROAD,901.0,NUTLEY LANE,14
2900,STILLORGAN ROAD,STILLORGAN ROAD,495.0,NUTLEY PARK,14
2903,BIGGER ROAD,MOERAN ROAD,340.0,O'BRIEN ROAD,10
2907,GOLDSMITH STREET,BERKELEY ROAD,120.0,O'CONNELL AVENUE,5
2908,EDEN QUAY,ASTON QUAY,78.0,O'CONNELL BRIDGE,R01
2909,BATH AVENUE,HAVELOCK TERRACE,428.0,O'CONNELL GARDENS,16
2910,NORTH EARL STREET,EDEN QUAY,258.0,O'CONNELL STREET LOWER,R10
2911,PARNELL STREET,NORTH EARL STREET,340.0,O'CONNELL STREET UPPER,R10
2913,OSCAR SQUARE,O'DONAVAN ROAD,261.0,O'CURRY ROAD,7
2915,MOUNTPELIER GARDENS,NORTH CIRCULAR ROAD,172.0,O'DEVANEY GARDENS,1
2916,MOUNTPELIER GARDENS,NORTH CIRCULAR ROAD,360.0,O'DEVANEY GARDENS,1
2917,GAMESTOWN ROAD,RAILWAY AVENUE,301.0,O'DONOGHUE STREET,5
2918,CLARENCE MANGAN ROAD,RUTLEDGE TERRACE,221.0,O'DONOVAN ROAD,7
2919,O BRIEN ROAD,CROTTY ROAD,88.0,O'DWYER ROAD,10
2920,HAROLD CROSS ROAD,GROVE ROAD,64.0,O'HARA AVENUE,4
2921,LANDAN ROAD,BALLYFERMOT ROAD,414.0,O'HOGAN ROAD,4
2922,SUIR ROAD,STEPHENS ROAD,162.0,O'LEARY ROAD,7
2924,FERGUSON ROAD,WALSH ROAD,118.0,O'NEACHTAIN ROAD,14
2926,CEANNT  FORT,DONNELLAN AVENUE,60.0,QUINN AVENUE,2
2927,MOORE LANE,MOORE STREET,68.0,O'RAHILLY PARADE,12
2930,DONNYCARNEY ROAD,COLLINS AVENUE,364.0,OAK ROAD,13
2940,CHARLESTON ROAD,DUNVILLE AVENUE,394.0,OAKLEY ROAD,9
2947,SYCAMORE PARK,CEDARWOOD ROAD,156.0,OAKWOOD PARK,3
2948,JAMESTOWN ROAD,OAKWOOD DRIVE,294.0,OAKWOOD ROAD,3
2952,ERRIS ROAD,DOWTH LANE,295.0,OFFALY ROAD,12
2953,MOUNT TEMPLE ROAD,NOISEMAN PLACE,107.0,OLAF ROAD,1
2954,NEW CABRA ROAD,NORTH CIRCULAR ROAD,166.0,OLD CABRA ROAD,R05
2955,NEW CABRA ROAD,NORTH CIRCULAR ROAD,621.0,OLD CABRA ROAD,R05
2957,BALLYMUN ROAD,FINGLAS ROAD,430.0,OLD FINGLAS ROAD,13
2958,BALLYMUN ROAD,FINGLAS ROAD,849.0,OLD FINGLAS ROAD,13
2959,SOUTH CIRCULAR ROAD,MOUNT BROWN,570.0,OLD KILMAINHAM,R02
2960,OLDTOWN ROAD,SHANLISS ROAD,317.0,OLDTOWN AVENUE,4
2964,JOHN STREET WEST,BRIDGEFOOT STREET,230.0,OLIVER BOND STREET,5
2965,AIKENHEAD,IRISHTOWN ROAD,223.0,OLIVER PLUNKETT AVENUE,18
2970,CLIFDEN ROAD,BLACKDITCH ROAD,561.0,ORANMORE ROAD,2
2971,CLIFDEN ROAD,BLACKDITCH ROAD,175.0,ORANMORE ROAD,2
2974,TOLKA ROAD,CLONCLIFFE ROAD,115.0,ORCHARD ROAD,15
2975,HOWTH ROAD,FOXES LANE,98.0,ORCHARD ROAD,12
2976,TEMPLE ROAD,PALMERSTON PARK,143.0,ORCHARD ROAD SOUTH,8
2978,SHERIFF STREET LOWER,SEVILLE PLACE,178.0,ORIEL STREET UPPER,16
2979,DORIS STREET,GORDON STREET,48.0,ORMEAU STREET,16
2981,LIFFEY STREET LOWER,CAPEL STREET,290.0,ORMOND QUAY LOWER,R01
2982,CAPEL STREET,LIFFEY STREET LOWER,293.0,ORMOND QUAY UPPER,R01
2983,DRUMCONDRA ROAD UPPER,CHRUCH ROAD,238.0,ORMOND ROAD,15
2984,PALMERSTON ROAD,MOYNE ROAD,288.0,ORMOND ROAD,8
2985,ARRAN STREET EAST,CHANCERY STREET,291.0,ORMOND SQUARE,7
2986,CHAMBER STREET,CORK STREET,84.0,ORMOND STREET,7
2988,DARTRY ROAD,ASWELL ROAD,658.0,ORWELL PARK,6
2989,TERENURE ROAD EAST,COUNTY BORO BDY,880.0,ORWELL ROAD,6
2990,ARDEE STREET,WEAVERS SQUARE,227.0,OSCAR SQUARE,7
2991,ARDEE STREET,WEAVERS SQUARE,126.0,OSCAR SQUARE,7
2992,OLD MALAHIDE ROAD,OLD CITY BOUNDARY,2014.0,OSCAR TRAYNOR ROAD,R04
2993,NORTH STRAND ROAD,WEST ROAD,319.0,OSSORY ROAD,16
2994,SIGURD ROAD,IVAR STREET,121.0,OSTMAN PLACE,1
2996,SANDYMOUNT ROAD,CRANFIELD PLACE,91.0,OSWALD ROAD,17
2997,CLONTARF ROAD,KINCORA ROAD,292.0,OULTON ROAD,15
2999,CURZON STREET,EMORVILLE AVENUE,208.0,OVOCA ROAD,11
3000,TRAYNOR PLACE,DONNELLAN AVENUE,72.0,OWEN'S AVENUE,2
3001,MOUNTPLEASANT PLACE,CHARLESTON ROAD,210.0,OXFORD ROAD,7
3003,NORTH CIRCULAR ROAD,MANOR PLACE,583.0,OXMANTOWN ROAD,1
3005,DAME STREET,DAME LANE,35.0,PALACE STREET,10
3006,WINDSOR ROAD,ORMOND ROAD SOUTH,355.0,PALMERSTON CLOSE,8
3008,COWPER ROAD,PALMESSTON WALK,359.0,PALMERSTON GARDENS,8
3010,MILLTOWN PATH,TEMPLE GARDENS,160.0,PALMERSTON LANE,8
3011,RATHMINES ROAD UPPER,MILLTOWN PATH,637.0,PALMERSTON PARK,8
3012,RATHMINES ROAD UPPER,MILLTOWN PATH,381.0,PALMERSTON PARK,8
3013,MOUNTJOY STREET,DOMINICK STREET,131.0,PALMERSTON PLACE,6
3014,PALMERSTON PARK,BELGRAVE ROAD,826.0,PALMERSTON ROAD,8
3016,SAINT MARY'S PLACE NORTH,WELLINGTON STREET LOWER,129.0,PARADISE PLACE,5
3017,SYDNEY PARADE AVENUE,GILFORD ROAD,865.0,PARK AVENUE,17
3021,MAIN STREET,CHAPELIZOD,88.0,PARK LANE,3
3026,ASHTOWN GROVE,GLENBROOK ROAD,319.0,PARK ROAD,9
3027,FIRST AVENUE,SAINT MARY'S AVENUE WEST,126.0,PARK STREET WEST,4
3028,ASH STREET,HANOVER STREET WEST,104.0,PARK TERRACE,6
3031,CONYNGHAM ROAD,TEMPLE STREET WEST,170.0,PARKGATE STREET,R01
3032,CONYNGHAM ROAD,TEMPLE STREET WEST,299.0,PARKGATE STREET,R01
3034,HAROLD CROSS ROAD,LEINSTER PLACE,148.0,PARKVIEW AVENUE,3
3035,ROPE WALK PLACE,CAROLINE ROW,52.0,PARKVIEW PLACE,18
3037,CORK HILL,ESSEX QUAY,140.0,PARLIAMENT STREET,9
3039,PARNELL ROAD,LULLYMORE TERRACE,33.0,PARNELL BRIDGE,11
3042,DOLPHINS BARN,CLANBRASSIL STREET,1216.0,PARNELL ROAD,R08
3043,PARNELL SQUARE NORTH,CAVENDISK ROW,185.0,PARNELL SQUARE EAST,R10
3044,PARNELL SQUARE WEST,PARNELL SQUARE EAST,156.0,PARNELL SQUARE NORTH,11
3045,PARNELL STREET,GRANDY ROW,265.0,PARNELL SQUARE WEST,11
3046,GARDINER STREET,CAPEL STREET,803.0,PARNELL STREET,R09
3047,GARDINER STREET,CAPEL STREET,123.0,PARNELL STREET,R09
3048,NASH STREET,RAILWAY AVENUE,49.0,PARTRIDGE TERRACE,5
3049,NASH STREET,RAILWAY AVENUE,60.0,PARTRIDGE TERRACE,5
3050,BRIDE ROAD,DEAN STREET,298.0,PATRICK STREET,R06
3051,CAPPAGH ROAD,WELLMOUNT ROAD,15.0,PATRICKSWELL PLACE,5
3052,CAPPAGH ROAD,WELLMOUNT ROAD,187.0,PATRICKSWELL PLACE,5
3053,NORTH KING STREET,BLACKHALL STREET,134.0,PAUL STREET,2
3057,COLLEGE STREET,GRAND CANAL QUAY,53.0,PEARSE STREET,R12
3058,COLLEGE STREET,GRAND CANAL QUAY,728.0,PEARSE STREET,R12
3059,COLLEGE STREET,GRAND CANAL QUAY,562.0,PEARSE STREET,R12
3060,CAMBRIDGE ROAD,YORK ROAD,302.0,PEMBROKE COTTAGES,13
3061,DONNYBROOK ROAD,SAINT BROC'S COTTAGES,360.0,PEMBROKE COTTAGES,13
3063,PEMBROKE ROAD,WATERLOO ROAD,196.0,PEMBROKE LANE,18
3064,PEMBROKE ROAD,WATERLOO ROAD,469.0,PEMBROKE LANE,18
3066,CLYDE ROAD,HERBERT ROAD,293.0,PEMBROKE PARK,13
3069,EASTMORELAND PLACE,SHELBOURNE ROAD,390.0,PEMBROKE ROAD,R07
3070,EASTMORELAND PLACE,SHELBOURNE ROAD,500.0,PEMBROKE ROAD,R07
3071,LAD LANE,BAGGOT STREET LOWER,254.0,PEMBROKE ROW,18
3072,IRISHTOWN ROAD,BEACH ROAD,485.0,PEMBROKE STREET,R08
3073,FITZWILLIAM SQUARE NORTH,BAGGOT STREET LOWER,173.0,PEMBROKE STREET LOWER,18
3074,LEESON STREET LOWER,FITZWILLIAM SQUARE SOUTH,160.0,PEMBROKE STREET UPPER,18
3075,SOUTH LOTTS ROAD,JOY STREET,134.0,PENROSE STREET,16
3077,HADDINGTON ROAD,PERCY PLACE,315.0,PERCY LANE,15
3078,HADDINGTON ROAD,NORTHUMBERLAND ROAD,426.0,PERCY PLACE,R13
3079,BRIDE STREET,PETER ROW,174.0,PETER STREET,10
3080,AUNGIER STREET,PETER STREET,115.0,PETER ROW,10
3083,O'DONOVAN ROAD,GREENVILLE AVENUE,84.0,PETRIE ROAD,7
3084,PHIBSBOROUGH ROAD,AVONDALE AVENUE,122.0,PHIBSBOROUGH,2
3089,WESTERN WAY,PROSPECT ROAD,1139.0,PHIBSBOROUGH ROAD,R07
3090,GRIFFITH AVENUE,FAIRVIEW STRAND,1069.0,PHILIPSBURGH AVENUE,15
3091,CROYDON GROUNDS,SHELMARTIN TERRACE,317.0,PHILIPSBURGH TERRACE,15
3093,LINCOLN LANE,SMITHFIELD,70.0,PHOENIX STREET NORTH,3
3094,SAINT MARY'S AVENUE WEST,FIRST AVENUE,132.0,PHOENIX STREET WEST,4
3096,TOLL ROAD WALL,SEAN MOORE ROAD,243.0,PIGEON HOUSE ROAD,18
3097,CAMBRIDGE ROAD,SEAN MOORE ROAD,766.0,PIGEON HOUSE ROAD,18
3098,FORBES LANE,BOND STREET,136.0,PIM STREET,2
3099,MARROWBONE LANE,THE COOMBE,247.0,PIMLICO,6
3109,WILLOW PARK ROAD,PINEWOOD DRIVE,340.0,PINEWOOD AVENUE,3
3112,PINEWOOD AVENUE,PINEWOOD CRESCENT,138.0,PINEWOOD GREEN,3
3114,PINEWOOD AVENUE,PINEWOOD CRESCENT,163.0,PINEWOOD VILLAS,3
3116,GRANTHAM STREET,PLEASANTS STREET,134.0,PLEASANTS PLACE,11
3117,CAMDEN STREET LOWER,HEYTESBURY STREET,229.0,PLEASANTS STREET,11
3118,CASEMENT ROAD,CAPPAGH AVENUE,204.0,PLUNKETT AVENUE,1
3119,CASEMENT ROAD,CAPPAGH AVENUE,230.0,PLUNKETT AVENUE,1
3120,CAPPAGH AVENUE,CASEMENT ROAD,342.0,PLUNKETT CRESCENT,1
3121,PLUNKETT AVENUE,BARRY AVENUE,172.0,PLUNKETT DRIVE,1
3122,BARRY AVENUE,PLUNKETT AVENUE,30.0,PLUNKETT GREEN,1
3123,BARRY AVENUE,PLUNKETT AVENUE,190.0,PLUNKETT GREEN,1
3124,PLUNKETT GREEN,PLUNKETT ROAD,176.0,PLUNKETT GROVE,1
3125,CASEMENT  DRIVE,CASEMENT ROAD,317.0,PLUNKETT ROAD,1
3126,CASEMENT  DRIVE,CASEMENT ROAD,163.0,PLUNKETT ROAD,1
3127,BANGOR ROAD,RAVENSDALE PARK,439.0,PODDLE PARK,10
3128,MOSS STREET,HAWKINS STREET,201.0,POOLBEG STREET,16
3129,MOSS STREET,HAWKINS STREET,170.0,POOLBEG STREET,16
3130,JOHN'S STREET SOUTH,BRAITHWAITE STREET,85.0,POOLE STREET,6
3131,BALLYBOUGH ROAD,NORTH STRAND ROAD,242.0,POPLAR ROW,R02
3136,DOREST STREET,PORTLAND STREET NORTH,273.0,PORTLAND PLACE,8
3137,SUMMERHILL PARADE,NORTH STRAND ROAD,278.0,PORTLAND ROW,R03
3139,GRAND CANAL PLACE,ROBERT STREET,78.0,PORTLAND STREET WEST,2
3140,NORTH CIRCULAR ROAD,PORTLAND PLACE,175.0,PORTLAND STREET NORTH,8
3141,NEW IRELAND ROAD,UPPER CROSS ROAD,109.0,PORTMAHON DRIVE,3
3142,LENNOX PLACE,RICHMOND ROW,135.0,PORTOBELLO HARBOUR,12
3143,BLOOMFIELD ROAD,LENNOX PLACE,122.0,PORTOBELLO ROAD,12
3144,BLOOMFIELD ROAD,LENNOX PLACE,177.0,PORTOBELLO ROAD,12
3146,WELLINGTON PLACE,MOUNT STREET LOWER,339.0,POWER'S COURT,22
3149,RANELAGH ROAD,MOUNTPLEASANT TERRACE,161.0,PRICES LANE,9
3150,FLEET STREET,ASTON QUAY,93.0,PRICE'S LANE,9
3151,SOUTH CIRCULAR ROAD,PRIESTFIELD DRIVE,59.0,PRIESTFIELD COTTAGES,8
3153,PRIMROSE STREET,ROYAL CANAL BANK,138.0,PRIMROSE AVENUE,5
3154,FONTENOY STREET,PRIMROSE AVENUE,133.0,PRIMROSE STREET,5
3159,CITY QUAY,TOWNSEND STREET,153.0,PRINCE'S STREET SOUTH,16
3163,CLARVILLE ROAD,LOWER KIMMAGE ROAD,80.0,PRIORY ROAD,12
3164,CLARVILLE ROAD,LOWER KIMMAGE ROAD,454.0,PRIORY ROAD,12
3167,PROSPECT ROAD,SAINT TERESA PLACE,312.0,PROSPECT AVENUE,13
3169,WHITWORTH ROAD,FINGLAS ROAD,168.0,PROSPECT ROAD,R02
3171,FINGLAS ROAD,BOTANIC ROAD,135.0,PROSPECT WAY,R02
3172,MONTAGUE COURT,WEXFORD STREET,54.0,PROTESTANT ROW,14
3173,YORK STREET,SAINT STEPHENS GREEN WEST,61.0,PROUD'S LANE,13
3174,YORK STREET,SAINT STEPHENS GREEN WEST,34.0,PROUD'S LANE,13
3175,MANOR STREET,NORTH CIRCULAR ROAD,452.0,PRUSSIA STREET,R06
3176,LIBERTY LANE,KEVIN STREET LOWER,26.0,PUMP ALLEY,11
3179,FAUSSAGH ROAD,NEW CADRA ROAD,300.0,QUARRY ROAD,6
3180,FAUSSAGH ROAD,NEW CADRA ROAD,410.0,QUARRY ROAD,6
3181,NORTH KING STREET,ARRAN QUAY,352.0,QUEEN STREET,3
3182,PEMBROKE STREET UPPER,LEESON LANE,167.0,QUINNS LANE,18
3183,RAFTERS ROAD,CRUMLIN ROAD,115.0,RAFTERS LANE,8
3184,RAFTERS ROAD,CRUMLIN ROAD,87.0,RAFTERS LANE,8
3185,CRUMLIN ROAD,BENBULBLIN ROAD,339.0,RAFTERS ROAD,8
3186,CRUMLIN ROAD,BENBULBLIN ROAD,621.0,RAFTERS ROAD,8
3187,CLYDE ROAD,PEMBROKE LANE,330.0,RAGLAN LANE,13
3188,CLYDE ROAD,PEMBROKE LANE,378.0,RAGLAN ROAD,13
3189,RAHEEN PARK,CLOVER HILL ROAD,160.0,RAHEEN DRIVE,2
3190,LE FANU ROAD,CLOVER HILL ROAD,595.0,RAHEEN PARK,2
3193,MAYWOOD CRESCENT,MAYWOOD AVENUE,309.0,RAHENY PARK,12
3194,EDENMORE ROAD,KILBARRACK ROAD,1067.0,RAHENY ROAD,11
3195,PARTRIDGE TERRACE,TYRCONNELL PARK,95.0,RAILWAY AVENUE,5
3196,PARTRIDGE TERRACE,TYRCONNELL PARK,101.0,RAILWAY AVENUE,5
3198,GARDENIER STREET LOWER,BUCKINGHAM STREET LOWER,422.0,RAILWAY STREET,14
3202,WINDMILL ROAD,OLD COUNTY ROUND,278.0,RALEIGH SQUARE,10
3203,DECIES ROAD,DECIES ROAD,346.0,RAMILLIES ROAD,4
3206,EGLINGTON TERRACE,DONNYBROOK LANE,216.0,RAMPART LANE,11
3207,RANELAGH ROAD,CULLENWOOD PARK,532.0,RANELAGH,R05
3210,GRAND PARADE,RANELAGH,537.0,RANELAGH ROAD,R05
3212,TEMPLEOGUE ROAD,RATHDOWN CRESCENT,588.0,RATHDOWN AVENUE,13
3215,RATHDOWN CRESCENT,RATHDOWN AVENUE,423.0,RATHDOWN DRIVE,13
3216,RATHDOWN AVENUE,RATHFAIRNHAM ROAD,407.0,RATHDOWN PARK,13
3217,RATHDOWN AVENUE,RATHFAIRNHAM ROAD,688.0,RATHDOWN PARK,13
3218,NORTH CIRCULAR ROAD,GRANGEGORMAN ROAD UPPER,333.0,RATHDOWN ROAD,2
3220,AUGHAVANNAGH ROAD,GLENEALY ROAD,457.0,RATHDRUM ROAD,11
3221,TERENURE PLACE,RATHFAIRNHAM ROAD,530.0,RATHFARNHAM ROAD,R01
3222,TERENURE ROAD EAST,HAROLD CROSS ROAD,800.0,RATHGAR AVENUE,4
3224,RATHGAR ROAD,YORK AVENUE,172.0,RATHGAR PLACE,5
3225,ORWELL ROAD,RATHMINES ROAD UPPER,1254.0,RATHGAR ROAD,R03
3226,HOMEFARM ROAD,GRIFFITH AVENUE,248.0,RATHLIN ROAD,14
3230,GROVE ROAD,RATHGAR ROAD,914.0,RATHMINES ROAD LOWER,R03
3231,RATHGAR ROAD,HIGHFIELD ROAD,1000.0,RATHMINES ROAD UPPER,R04
3234,RATHVALE PARK,AYREFIELD PARK,154.0,RATHVALE AVENUE,4
3235,TONLEGEE ROAD,AYREFIELD ROAD,175.0,RATHVALE DRIVE,4
3236,RATHVALE PARK,AYREFIELD PARK,48.0,RATHVALE GROVE,4
3237,RATHVALE DRIVE,AYREFIELD AVENUE,405.0,RATHVALE PARK,4
3240,DEANSTOWN AVENUE,RATHOATH ROAD,210.0,RATHVILLY ROAD,5
3241,RATHOATH ROAD,CARDIFFBRIDGE ROAD,689.0,RATOATH AVENUE,5
3242,CAPPAGH ROAD,RATHOATH AVENUE,198.0,RATOATH DRIVE,5
3244,NAVAN ROAD,CAPPAGH ROAD,1572.0,RATOATH ROAD,R04
3245,NAVAN ROAD,CAPPAGH ROAD,325.0,RATOATH ROAD,R04
3246,NAVAN ROAD,CAPPAGH ROAD,1301.0,RATOATH ROAD,R04
3247,RATRA ROAD,CONOR CLUNE ROAD,121.0,RATRA PARK,9
3248,CONOR CLUNE ROAD,BAGGOT ROAD,278.0,RATRA ROAD,9
3251,CASHEL ROAD,LOWER KIMMAGE ROAD,286.0,RAVENSDALE PARK,10
3252,SHELMALIER ROAD,EAST ROAD,155.0,RAVENSDALE ROAD,16
3253,SHELMALIER ROAD,EAST ROAD,86.0,RAVENSDALE ROAD,16
3254,SOUTH CIRCULAR ROAD,GREENVILLE AVENUE,244.0,RAYMOND STREET,7
3255,NORTH KING STREET,NORTH BRUNSWICK STREET,83.0,RED COW LANE,2
3256,BISHOP STREET,CUFFE STREET,94.0,REDMOND'S HILL,R07
3257,REE ROAD,LANE ROAD,252.0,RIBH AVENUE,10
3258,HARMONSTOWN ROAD,MCAULEY PARK,534.0,RIBH ROAD,10
3260,THE COOMBE,MEATH PLACE,138.0,REGINALD STREET,6
3262,SOUTH CIRCULAR ROAD,DOLPHIN BARN STREET,234.0,REHOBOTH PLACE,7
3267,FIFTH AVENUE,RIALTO STREET,140.0,RIALTO BUILDINGS,2
3270,JAMES WALK SOUTH,SOUTH CIRCULAR ROAD,248.0,RIALTO STREET,2
3272,RICHMOND ROAD,RICHMOND ESTATE,200.0,RICHMOND AVENUE,15
3273,MILLTOWN ROAD,MILLTOWN PATH,709.0,RICHMOND AVENUE SOUTH,8
3278,MOUNT PLEASANT AVENUE,RATHMINES ROAD LOWER,213.0,RICHMOND HILL,7
3279,SAINT MARGARATS AVENUE,MOUNTJOY PARADE,71.0,RICHMOND LANE,8
3284,DRUMCONDRA ROAD,FAIRVIEW STRAND,1146.0,RICHMOND ROAD,15
3285,RICHMOND STREET SOUTH,LENNOX STREET,158.0,RICHMOND ROW,12
3287,HARCOURT ROAD,CHARLEMONT MALL,335.0,RICHMOND STREET SOUTH,R07
3288,RICHMOND STREET SOUTH,GORDON PLACE,109.0,RICHMOND VILLAS,15
3290,PARTRIDGE TERRACE,RING TERRACE,230.0,RING STREET,5
3291,RING STREET,TYRCONNELL ROAD,151.0,RING TERRACE,5
3293,GRAND CANAL QUAY,FITZWILLIAM QUAY,693.0,RINGSEND ROAD,R08
3294,ASHTOWN ROAD,RATHOATH ROAD,1458.0,RIVER ROAD,9
3297,RIVERSIDE ROAD,RIVERSIDE PARK,237.0,RIVERSIDE AVENUE,3
3298,RIVERSIDE GROVE,RIVERSIDE DRIVE,124.0,RIVERSIDE CRESCENT,3
3299,RIVERSIDE PARK,RIVERSIDE ROAD,318.0,RIVERSIDE DRIVE,3
3300,RIVERSIDE AVENUE,RIVERSIDE ROAD,573.0,RIVERSIDE GROVE,3
3301,CLONSHAUGH ROAD,GREENCASTLE ROAD,706.0,RIVERSIDE PARK,3
3302,RIVERSIDE DRIVE,CLONSHAUGH ROAD,285.0,RIVERSIDE ROAD,3
3303,WINDSOR TERRACE,GROVE ROAD,25.0,ROBERT EMMET BRIDGE,R13
3305,MARROWBONE LANE,BOND STREET,95.0,ROBERT STREET,2
3306,MABEL STREET,ROBERT PLACE,49.0,ROBERT STREET,2
3309,NAVAN ROAD,NULPHIN ROAD,130.0,ROOSEVELT COTTAGES,9
3310,FITZWILLIAM PLACE,CAROLINE ROW,130.0,ROPEWALK PLACE,18
3311,SARSFIELD QUAY,VICTORIA QUAY,43.0,RORY O'MORE BRIDGE,R01
3312,OUR LADY'S ROAD,MORNING STAR ROAD,139.0,ROSARY ROAD,2
3313,DERMOTT O'HURLEY AVENUE,OLIVER PLUNKETT AVENUE,117.0,ROSARY TERRACE,16
3314,FOXFIELD GREEN,ROSE GLEN ROAD,487.0,ROSE GLEN AVENUE,12
3318,BROOKWOOD GROVE,BROOKWOOD RISE,480.0,ROSEMOUNT AVENUE,10
3321,BRIDE STREET,NICHOLAS STREET,39.0,ROSS ROAD,10
3322,BRIDE STREET,NICHOLAS STREET,97.0,ROSS ROAD,10
3327,DRUMFINN ROAD,DRUM FINN ROAD,888.0,ROSSMORE ROAD,1
3333,PIBSBOROUGH,BROADSTONE,1083.0,ROYAL CANAL BANK,5
3340,JONES ROAD,WHITWORTH AVENUE,296.0,RUSSELL AVENUE,15
3341,CHURCH ROAD,KILLAN ROAD,343.0,RUSSELL AVENUE EAST,16
3342,RAILWAY BRIDGE,NORTH CIRCULAR ROAD,187.0,RUSSELL STREET,8
3347,NORTH CIRCULAR ROAD,RUTLAND STREET UPPER,210.0,RUTLAND PLACE NORTH,16
3348,CAVENDISK ROW,GARDINER ROW,46.0,RUTLAND PLACE,10
3349,CAVENDISK ROW,GARDINER ROW,215.0,RUTLAND PLACE,10
3350,SEAN MC DERMOTT STREET,SUMMERHILL,199.0,RUTLAND STREET LOWER,14
3352,SANDFORD GARDENS,DONORE AVENUE,131.0,RUTLEDGE TERRACE,7
3354,PARNELL STREET,CAPEL STREET,79.0,RYDERS ROW,11
3355,ARDILAWN ROAD,BALLYBOUGH ROAD,142.0,SACKVILLE AVENUE,8
3357,MARLBOROUGH STREET,O'CONNELL STREET,120.0,SACKVILLE PLACE,15
3358,SAINT AGNES ROAD,ARMAGH ROAD,93.0,SAINT AGNES PARK,10
3359,SAINT AGNES ROAD,ARMAGH ROAD,278.0,SAINT AGNES PARK,10
3360,SAINT MARY'S ROAD,CROMWELLSFORT ROAD,853.0,SAINT AGNES ROAD,10
3361,SAINT MARY'S ROAD,CROMWELLSFORT ROAD,355.0,SAINT AGNES ROAD,10
3363,SAINT AIDANS PARK,BRIAN ROAD,143.0,SAINT AIDAN'S PARK AVENUE,15
3364,MARINO PARK,MALAHIDE ROAD,288.0,SAINT AIDAN'S PARK ROAD,15
3365,STRAND ROAD,SYDNEY PARADE AVENUE,433.0,SAINT ALBAN'S PARK,17
3366,STRAND ROAD,SYDNEY PARADE AVENUE,298.0,SAINT ALBAN'S PARK,17
3367,GREENVILLE AVENUE,SOUTH CIRCULAR ROAD,254.0,SAINT ALBANS ROAD,7
3368,SAINT JOSEPHS AVENUE,DRUMCONDRA ROAD LOWER,110.0,SAINT ALPHONSUS AVENUE,13
3369,DRUMCONDRA ROAD LOWER,SAINT JOSEPHS AVENUE,115.0,SAINT ALPHONSUS ROAD LOWER,13
